Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB,Death Sequence,Ults Blue,Ults Red,Teamcomp Blue,Teamcomp Red
Numbani,Defense, LDN, FLA,1:44,26,6,0,3,0,B,WinstonSoldier: 76ZenyattaMercyWinstonTracer,MercySoldier: 76Winston,,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, FLA,3:06,33,5,4,0,2,R,WinstonWinstonSoldier: 76D.VaD.VaZenyattaTracerMercyTracer,,Soldier: 76Tracer,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, FLA,3:55,28,7,1,1,3,B,ZenyattaSoldier: 76AnaSoldier: 76ZenyattaMercyD.VaTracer,Mercy,MercyZenyattaWinston,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,0:20,13,4,1,0,0,B,MercyZenyattaZenyattaSoldier: 76D.Va,,,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,1:00,24,1,6,0,2,R,TracerZenyattaZenyattaWinstonD.VaGenjiMercy,,Soldier: 76Tracer,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,1:53,37,8,2,4,1,R,ZenyattaSoldier: 76ZenyattaWinstonTracerWinstonD.VaSoldier: 76ZenyattaMercy,MercyTracerWinstonTracer,Mercy,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,3:03,23,6,1,1,0,B,ZenyattaSoldier: 76ZenyattaMercyTracerWinstonD.Va,Genji,,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,3:47,55,9,4,4,4,B,TracerWinstonD.VaMercyWinstonD.VaSoldier: 76ZenyattaWinstonWinstonMercyD.VaTracer,TracerMercyZenyattaGenji,ZenyattaSoldier: 76TracerWinston,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,5:15,9,0,5,0,0,R,D.VaZenyattaMercyWinstonGenji,,,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,5:57,29,8,1,3,2,B,JunkratD.VaWinstonTracerJunkratZenyattaWinstonTracerMercy,WinstonTracerZenyatta,MercyTracer,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Dorado,Attack, PHI, HOU,6:41,50,4,5,1,3,R,TracerGenjiD.VaWinstonTracerJunkratMercyWinstonZenyatta,Zenyatta,WinstonZenyattaTracer,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,0:17,11,0,6,0,0,R,TracerGenjiZenyattaWinstonMercyD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerPharahMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,0:59,50,7,5,2,0,B,WidowmakerZenyattaMercyPharahWinstonWidowmakerGenjiTracerMercyD.VaWinstonTracer,TracerMercy,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerPharahMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,1:58,11,1,1,2,2,R,MercyPharah,WinstonZenyatta,WidowmakerPharah,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerPharahMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,2:23,17,1,6,1,1,R,WinstonMercyGenjiD.VaZenyattaZenyattaTracer,Tracer,Winston,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerPharahMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,3:20,0,1,0,0,0,B,Widowmaker,,,WidowmakerGenjiMercyZenyattaD.VaWinston,WidowmakerPharahMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,3:39,30,5,2,2,2,B,PharahWinstonPharahMercyWinstonD.VaWidowmaker,MercyZenyatta,MercyWidowmaker,WidowmakerGenjiMercyZenyattaD.VaWinston,WidowmakerPharahMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,4:47,25,0,7,0,0,R,WidowmakerGenjiZenyattaMercyWinstonWidowmakerD.Va,,,WidowmakerGenjiMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,5:33,14,0,2,0,0,R,ZenyattaWinston,,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,6:05,35,6,1,1,2,B,GenjiWidowmakerTracerGenjiD.VaZenyattaMercy,Zenyatta,MercyGenji,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,7:07,2,1,0,1,0,B,Mercy,Tracer,,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,7:40,41,3,6,4,1,R,GenjiZenyattaWinstonTracerJunkratZenyattaWinstonGenjiMercy,MercyGenjiZenyattaTracer,Zenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Dorado,Defense, PHI, HOU,8:38,21,6,3,1,1,R,TracerZenyattaDoomfistJunkratZenyattaMercyLucioZenyattaWinston,Winston,Winston,GenjiTracerLucioZenyattaD.VaWinston,JunkratDoomfistMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,0:26,14,7,2,0,0,R,LucioMccreeZenyattaJunkratWinstonRoadhogMercyZenyattaOrisa,,,GenjiTracerLucioMercyD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, PHI, HOU,1:10,0,0,1,0,0,R,Tracer,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,1:41,20,2,5,2,0,R,WinstonMccreeGenjiD.VaMercyZenyattaTracer,GenjiTracer,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,2:21,39,1,5,1,3,B,JunkratGenjiTracerD.VaWinstonZenyatta,Mercy,JunkratMccreeMercy,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,3:36,22,3,5,2,1,B,MccreeJunkratWinstonWinstonGenjiZenyattaMercyGenji,ZenyattaTracer,Winston,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,4:30,8,0,1,0,2,R,D.Va,,MccreeJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,5:20,29,6,5,2,2,R,TracerGenjiZenyattaD.VaMccreeMercyMccreeWinstonGenjiMercyJunkrat,MercyWinston,MercyZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,6:15,20,2,5,2,1,R,WinstonD.VaMercyMccreeZenyattaD.VaGenji,GenjiTracer,Winston,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,6:52,0,0,1,0,0,R,Zenyatta,,,WidowmakerTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,7:08,9,0,2,0,0,R,ZenyattaWidowmaker,,,WidowmakerTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, PHI, HOU,7:50,8,1,2,1,2,R,ZenyattaJunkratWinston,Mercy,JunkratMercy,WidowmakerTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, PHI, HOU,0:28,11,4,1,0,0,B,WinstonTracerPharahD.VaTracer,,,WidowmakerTracerMercyZenyattaD.VaOrisa,PharahSombraTracerMercyD.VaWinston
Horizon Lunar Colony,Defense, PHI, HOU,0:54,8,0,5,0,1,R,WidowmakerZenyattaMercyOrisaD.Va,,Sombra,WidowmakerTracerMercyZenyattaD.VaOrisa,Soldier: 76SombraTracerMercyD.VaWinston
Horizon Lunar Colony,Defense, PHI, HOU,1:36,71,3,13,2,3,B,TracerGenjiMercyJunkratWinstonZenyattaZenyattaGenjiD.VaTracerWinstonGenjiMercyWinstonMoiraD.Va,ZenyattaMercy,TracerWinstonMercy,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Oasis,Gardens, PHI, HOU,0:28,24,6,2,0,0,B,TracerWinstonPharahLucioD.VaTracerMercyWinston,,,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Oasis,Gardens, PHI, HOU,1:18,33,5,1,1,1,B,PharahWinstonTracerTracerLucioD.Va,Lucio,Mercy,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Oasis,Gardens, PHI, HOU,2:15,33,7,2,2,3,B,LucioPharahMercyPharahMercyWinstonTracerD.VaLucio,TracerWinston,TracerWinstonPharah,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Oasis,City Center, PHI, HOU,0:20,16,6,1,0,0,B,TracerLucioMercyPharahWinstonD.VaLucio,,,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Oasis,City Center, PHI, HOU,1:27,31,6,0,3,2,B,D.VaPharahMercyPharahWinstonD.Va,MercyLucioTracer,TracerPharah,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Oasis,City Center, PHI, HOU,2:26,19,6,0,1,1,B,PharahMercyLucioWinstonTracerD.Va,Pharah,Tracer,PharahTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Eichenwalde,Attack, PHI, HOU,0:28,0,0,1,0,0,R,Tracer,,,Soldier: 76TracerMercyZenyattaD.VaReinhardt,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,1:01,13,5,0,1,0,B,ZenyattaJunkratMercyMccreeD.Va,Mercy,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,1:40,2,0,2,0,0,R,MercyWinston,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,2:07,28,7,1,0,0,R,WinstonWinstonMccreeZenyattaJunkratMercyMccreeD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,3:10,20,5,4,1,2,B,WinstonMccreeJunkratD.VaZenyattaGenjiD.VaJunkratWinston,Zenyatta,MercyJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,3:51,36,7,2,1,2,B,MercyMccreeGenjiD.VaTracerZenyattaJunkratMercyWinston,Genji,MccreeZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,4:49,22,4,3,2,0,B,MercyZenyattaJunkratGenjiWinstonTracerD.Va,ZenyattaMercy,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Attack, PHI, HOU,5:54,11,0,3,0,0,R,TracerWinstonGenji,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaOrisa
Eichenwalde,Attack, PHI, HOU,6:41,53,10,3,5,2,R,GenjiJunkratD.VaMccreeMercyZenyattaOrisaJunkratTracerJunkratMercyGenjiD.Va,ZenyattaMercyGenjiTracerWinston,ZenyattaMccree,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaOrisa
Eichenwalde,Attack, PHI, HOU,7:51,48,11,3,1,2,R,WinstonJunkratZenyattaMercyLucioTracerD.VaWinstonJunkratWinstonMercyLucioWinstonD.Va,Genji,TracerWinston,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerLucioMercyD.VaWinston
Eichenwalde,Defense, PHI, HOU,0:20,22,2,4,0,0,R,Soldier: 76ZenyattaMccreeMercyJunkratD.Va,,,Soldier: 76TracerMercyZenyattaD.VaReinhardt,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Defense, PHI, HOU,0:57,14,1,6,0,0,R,TracerJunkratReinhardtSoldier: 76MercyZenyattaD.Va,,,Soldier: 76TracerMercyZenyattaD.VaReinhardt,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Defense, PHI, HOU,1:44,32,3,7,1,1,B,MccreeTracerGenjiZenyattaZenyattaMercyReinhardtMccreeTracerD.Va,Zenyatta,Winston,GenjiTracerMercyZenyattaD.VaReinhardt,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Defense, PHI, HOU,2:37,24,2,4,0,2,B,ZenyattaMercyMccreeWinstonTracerD.Va,,MccreeJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Defense, PHI, HOU,3:15,20,0,6,2,2,R,TracerZenyattaGenjiMercyWinstonD.Va,TracerZenyatta,WinstonMercy,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Defense, PHI, HOU,4:10,4,3,0,0,0,B,ZenyattaMccreeD.Va,,,JunkratMccreeMercyZenyattaD.VaReinhardt,JunkratMccreeMercyZenyattaD.VaWinston
Eichenwalde,Defense, PHI, HOU,5:02,66,6,10,3,3,B,MccreeReinhardtJunkratZaryaReinhardtZaryaZenyattaJunkratZenyattaJunkratZaryaD.VaMercyReinhardtJunkratJunkrat,JunkratMercyMccree,ZenyattaMercyMccree,JunkratMccreeMercyZenyattaReinhardtZarya,JunkratMccreeMercyZenyattaD.VaOrisa
Eichenwalde,Defense, PHI, HOU,0:35,23,1,4,0,1,R,MercyMccreePharahReinhardtD.Va,,Junkrat,PharahTracerMercyZenyattaD.VaReinhardt,JunkratMccreeMercyZenyattaD.VaWinston
Lijiang Tower,Control Center, PHI, HOU,0:26,9,2,0,1,0,B,JunkratReinhardt,Reinhardt,,MccreeMercyZenyattaD.VaReinhardtZarya,JunkratMccreeLucioMoiraReinhardtZarya
Lijiang Tower,Control Center, PHI, HOU,1:01,24,5,1,2,2,R,ReinhardtMccreeJunkratLucioReinhardtZarya,MercyZenyatta,MoiraMccree,MccreeMercyZenyattaD.VaReinhardtZarya,JunkratMccreeLucioMoiraReinhardtZarya
Lijiang Tower,Control Center, PHI, HOU,1:50,35,4,5,2,5,B,JunkratReinhardtMccreeMccreeReinhardtD.VaZaryaMercyZarya,ReinhardtZenyatta,ReinhardtZaryaLucioMoiraJunkrat,MccreeMercyZenyattaD.VaReinhardtZarya,JunkratMccreeLucioMoiraReinhardtZarya
Lijiang Tower,Control Center, PHI, HOU,2:37,22,5,1,1,1,R,ZenyattaLucioMccreeMoiraJunkratZarya,Mccree,Mccree,MccreeMercyZenyattaD.VaReinhardtZarya,JunkratMccreeLucioMoiraReinhardtZarya
Lijiang Tower,Night Market, PHI, HOU,0:21,40,7,7,0,0,R,WinstonMccreeGenjiD.VaMercyJunkratZenyattaTracerMercyZenyattaMccreeD.VaWinstonD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Lijiang Tower,Night Market, PHI, HOU,1:27,71,6,11,2,5,R,TracerMccreeJunkratZenyattaGenjiTracerMccreeWinstonZenyattaD.VaJunkratZenyattaMercyMercyTracerGenjiD.Va,ZenyattaTracer,WinstonZenyattaJunkratMercyMccree,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Lijiang Tower,Night Market, PHI, HOU,3:15,21,3,4,2,2,B,ZenyattaMercyGenjiZenyattaD.VaTracerGenji,GenjiWinston,GenjiJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratGenjiMercyZenyattaD.VaWinston
Lijiang Tower,Night Market, PHI, HOU,3:55,25,6,2,1,0,R,D.VaJunkratD.VaWinstonGenjiMercyZenyattaGenji,Mercy,,GenjiTracerMercyZenyattaD.VaWinston,JunkratGenjiMercyZenyattaD.VaWinston
Lijiang Tower,Night Market, PHI, HOU,4:46,26,7,1,3,3,B,ZenyattaMercyMercyJunkratWinstonD.VaGenjiZenyatta,ZenyattaGenjiTracer,JunkratGenjiZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratGenjiMercyZenyattaD.VaWinston
Junkertown,Attack, BOS, NYE,0:32,28,7,0,0,0,B,RoadhogWidowmakerOrisaZenyattaRoadhogJunkratMercy,,,BastionHanzoWidowmakerMercyD.VaOrisa,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,1:42,10,0,2,0,1,R,BastionOrisa,,Junkrat,BastionHanzoWidowmakerMercyD.VaOrisa,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,2:20,29,8,1,3,3,B,ZenyattaWidowmakerJunkratOrisaOrisaWidowmakerZenyattaMercyRoadhog,MercyHanzoBastion,MercyRoadhogZenyatta,BastionHanzoWidowmakerMercyD.VaOrisa,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,3:23,32,2,5,1,1,B,JunkratWidowmakerOrisaZenyattaBastionHanzoD.Va,Hanzo,Orisa,BastionHanzoWidowmakerMercyD.VaOrisa,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,4:15,0,0,1,0,0,R,Genji,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,4:43,34,2,6,1,3,B,JunkratRoadhogGenjiWinstonD.VaGenjiZenyattaD.Va,Mercy,MercyZenyattaWidowmaker,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,5:48,29,5,2,1,1,B,ZenyattaWidowmakerOrisaRoadhogGenjiMercyWinston,Genji,Roadhog,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, BOS, NYE,6:47,28,2,6,2,3,B,ZenyattaD.VaTracerWinstonJunkratD.VaMercyZenyatta,MercyWinston,JunkratMercyZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Junkertown,Attack, BOS, NYE,7:48,34,5,7,3,2,B,MccreeMercyMercyZenyattaJunkratZenyattaD.VaGenjiWinstonTracerD.VaLucio,GenjiZenyattaTracer,WinstonMccree,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Junkertown,Defense, BOS, NYE,0:39,47,4,8,1,0,R,RoadhogHanzoWidowmakerWidowmakerRoadhogMercyRoadhogOrisaZenyattaMercyWidowmakerJunkrat,Widowmaker,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, BOS, NYE,2:00,34,1,7,1,3,R,WinstonTracerD.VaWinstonGenjiTracerMercyWidowmaker,Mercy,MercyWidowmakerOrisa,GenjiTracerMercyZenyattaD.VaWinston,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, BOS, NYE,3:17,53,1,9,3,3,R,TracerGenjiWinstonD.VaGenjiOrisaWinstonMercyD.VaZenyatta,ZenyattaGenjiTracer,RoadhogMercyZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, BOS, NYE,0:21,27,6,3,0,0,R,ZenyattaJunkratWinstonWidowmakerZenyattaMercyOrisaGenjiRoadhog,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, BOS, NYE,1:24,6,1,2,0,0,R,MercyD.VaGenji,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, BOS, NYE,1:56,53,11,2,5,4,R,GenjiTracerZenyattaD.VaJunkratZenyattaWinstonMercyJunkratD.VaTracerWinstonLucio,MercyGenjiZenyattaWinstonTracer,MercyJunkratTracerZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,0:55,14,2,6,0,0,R,WinstonD.VaWinstonZenyattaTracerMercyGenjiTracer,,,GenjiTracerMercyZenyattaD.VaWinston,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,1:36,25,5,0,1,1,B,TracerMoiraSombraLucioD.Va,Genji,Tracer,GenjiTracerMercyZenyattaD.VaWinston,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,2:35,46,7,5,2,0,R,MccreeZenyattaTracerMoiraD.VaTracerWinstonWinstonLucioTracerD.VaSombra,MercyTracer,,MccreeTracerMercyZenyattaD.VaWinston,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,4:00,64,3,14,4,5,B,MccreeWinstonD.VaMercyTracerD.VaZenyattaGenjiWinstonTracerD.VaWinstonMccreeGenjiZenyattaTracerMercy,WinstonZenyattaTracerMercy,MccreeJunkratMercyWinstonZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,0:22,11,1,4,0,0,B,MoiraMercyD.VaTracerGenji,,,GenjiTracerMercyZenyattaD.VaWinston,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,0:56,14,1,6,0,1,R,WinstonTracerD.VaD.VaZenyattaMercyGenji,,Tracer,GenjiTracerMercyZenyattaD.VaWinston,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,1:28,33,5,2,1,1,R,WinstonGenjiMoiraTracerD.VaWinstonLucio,Tracer,Tracer,GenjiTracerMercyZenyattaD.VaWinston,SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,2:44,17,5,1,0,0,B,MccreeMercyZenyattaGenjiJunkratD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, BOS, NYE,3:18,19,6,0,4,0,B,MccreeWinstonJunkratZenyattaMercyD.Va,ZenyattaGenjiTracerWinston,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, BOS, NYE,0:15,24,2,4,0,0,R,WinstonJunkratZenyattaD.VaZenyattaGenji,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, BOS, NYE,1:06,18,2,5,0,0,R,GenjiWinstonRoadhogWidowmakerZenyattaMercyD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, BOS, NYE,1:49,12,2,1,1,3,B,ZenyattaGenjiWidowmaker,Genji,WidowmakerMercyJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, BOS, NYE,2:21,19,6,1,2,1,B,WidowmakerTracerJunkratOrisaMercyZenyattaRoadhog,MercyWinston,Zenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Horizon Lunar Colony,Attack, BOS, NYE,3:26,4,3,0,0,0,B,MercyZenyattaJunkrat,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Ilios,Well, BOS, NYE,0:14,0,1,0,0,0,B,Tracer,,,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, BOS, NYE,0:43,12,1,5,0,0,R,MercyZenyattaLucioPharahTracerD.Va,,,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, BOS, NYE,1:26,26,5,5,2,1,B,ZenyattaZenyattaMccreeD.VaWinstonTracerPharahMccreeTracerD.Va,PharahTracer,Mercy,PharahTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, BOS, NYE,2:20,1,1,0,0,2,B,Winston,,WinstonMccree,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, BOS, NYE,2:31,65,4,11,4,3,R,TracerTracerWinstonMccreeD.VaMccreeD.VaZenyattaTracerWinstonMccreeMercyMccreeZenyattaTracer,WinstonMercyTracerMccree,TracerZenyattaMccree,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, BOS, NYE,0:27,19,1,6,0,0,R,PharahZenyattaWinstonMercyLucioTracerD.Va,,,PharahTracerLucioMercyD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, BOS, NYE,1:11,12,0,2,0,2,R,ZenyattaMercy,,MccreeTracer,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Lighthouse, BOS, NYE,2:07,20,2,5,0,1,B,ZenyattaMercyMccreeZenyattaMccreeTracerD.Va,,Mercy,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Numbani,Attack, BOS, NYE,0:56,27,7,4,0,2,R,TracerMccreeWinstonGenjiWinstonMercyMccreeWinstonJunkratD.VaZenyatta,,JunkratMccree,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Numbani,Attack, BOS, NYE,2:09,32,4,4,2,0,B,MccreeZenyattaZenyattaWinstonMercyTracerJunkratWinston,TracerWinston,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Numbani,Attack, BOS, NYE,3:00,49,4,6,3,4,R,GenjiMccreeJunkratWinstonGenjiMccreeWinstonMercyD.VaZenyatta,ZenyattaMercyGenji,JunkratZenyattaMccreeMercy,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Numbani,Attack, BOS, NYE,4:17,30,5,6,2,2,B,ZenyattaTracerMccreeMercyZenyattaMercyD.VaGenjiJunkratD.VaWinston,TracerWinston,JunkratMccree,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
