Map	Roundtype	Blue Team	Red Team	Ults Blue	Ults Red	Teamcomp Blue	Teamcomp Red
Junkertown	Attack	 VAL	 DAL	MercyOrisaJunkrat	MercyZenyattaOrisaWidowmakerRoadhog	JunkratTracerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL		WidowmakerJunkrat	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL	JunkratWidowmakerZenyattaOrisaRoadhog	MercyZenyattaRoadhogWidowmaker	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL	Mercy	Orisa	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL	Roadhog	Junkrat	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Defense	 VAL	 DAL			BastionWidowmakerMercyD.VaOrisaRoadhog	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL		WidowmakerHanzo	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	Mercy	BastionMercy	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	JunkratZenyattaWidowmakerOrisaZenyatta	OrisaRoadhogWidowmakerMercyRoadhogHanzo	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Attack	 VAL	 DAL			BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL	Bastion		BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL	WidowmakerHanzoMercyOrisa	ZenyattaMercyWidowmaker	BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Junkertown	Attack	 VAL	 DAL	Bastion		BastionWidowmakerTracerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Junkertown	Attack	 VAL	 DAL	Widowmaker	JunkratRoadhog	BastionWidowmakerTracerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Junkertown	Defense	 VAL	 DAL			BastionWidowmakerMercyZenyattaOrisaReinhardt	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	Widowmaker	Mercy	JunkratWidowmakerMercyZenyattaD.VaOrisa	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	MercyZenyatta	WidowmakerRoadhogHanzoBastion	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	Junkrat		JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Defense	 VAL	 DAL			JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Defense	 VAL	 DAL			JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	Orisa	Roadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	Widowmaker		JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	ZenyattaMercyRoadhogJunkrat	ZenyattaMercyJunkratOrisaWidowmaker	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 VAL	 DAL			BastionHanzoWidowmakerMercyOrisaRoadhog	LucioMoiraD.VaRoadhogWinstonZarya
Junkertown	Attack	 VAL	 DAL	Widowmaker	Moira	BastionWidowmakerReaperMercyOrisaRoadhog	LucioMoiraD.VaRoadhogWinstonZarya
Junkertown	Attack	 VAL	 DAL	Bastion		BastionWidowmakerReaperMercyOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 VAL	 DAL	Orisa		BastionWidowmakerReaperMercyOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 VAL	 DAL	WidowmakerMercyReaper	GenjiZenyattaTracer	BastionWidowmakerReaperMercyOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL	Tracer	Roadhog	GenjiTracerMercyZenyattaD.VaWinston	BastionJunkratTracerMercyOrisaRoadhog
Junkertown	Defense	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	BastionJunkratTracerMercyOrisaRoadhog
Horizon Lunar Colony	Attack	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	TracerLucioMoiraD.VaReinhardtRoadhog
Horizon Lunar Colony	Attack	 VAL	 DAL	TracerMercyGenji	TracerRoadhog	GenjiTracerMercyZenyattaD.VaWinston	TracerMercyZenyattaD.VaRoadhogWinston
Horizon Lunar Colony	Defense	 VAL	 DAL			WidowmakerTracerMercyZenyattaD.VaOrisa	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 VAL	 DAL		Moira	PharahTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Attack	 VAL	 DAL			ReaperTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Attack	 VAL	 DAL	ZenyattaTracerWinston	MoiraReinhardt	GenjiTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Attack	 VAL	 DAL	Tracer	Lucio	GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76LucioZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 VAL	 DAL	MercyGenjiZenyattaWinstonTracer	WinstonSoldier: 76MercyZenyatta	GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76MercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 VAL	 DAL	Genji	Moira	GenjiTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 VAL	 DAL	TracerMercyZenyattaWinston	ReinhardtLucioRoadhogZaryaReinhardtMoira	GenjiTracerMercyZenyattaD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 VAL	 DAL	Tracer	TracerWidowmaker	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 VAL	 DAL	Zenyatta		GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 VAL	 DAL	MercyTracer	MercyWinstonTracer	GenjiTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 VAL	 DAL	WinstonGenjiZenyatta	Zenyatta	GenjiTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 VAL	 DAL	Tracer	Soldier: 76Tracer	GenjiTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 VAL	 DAL			GenjiTracerAnaMercyD.VaWinston	LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony	Defense	 VAL	 DAL	AnaTracer	Moira	GenjiTracerAnaMercyD.VaWinston	WidowmakerLucioMoiraD.VaReinhardtRoadhog
Horizon Lunar Colony	Defense	 VAL	 DAL	TracerGenjiMercyTracer	RoadhogLucioReinhardt	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerLucioMoiraD.VaReinhardtRoadhog
Horizon Lunar Colony	Attack	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony	Attack	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony	Attack	 VAL	 DAL	Tracer	MercyJunkrat	GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony	Attack	 VAL	 DAL	MercyWinstonGenjiZenyatta	Soldier: 76Tracer	GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony	Attack	 VAL	 DAL	TracerGenji	TracerMercyJunkratOrisa	GenjiTracerMercyZenyattaD.VaWinston	JunkratTracerMercyZenyattaD.VaOrisa
Ilios	Lighthouse	 VAL	 DAL			PharahTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 VAL	 DAL	Tracer	Tracer	PharahTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Lighthouse	 VAL	 DAL	MercyWinstonZenyattaPharahTracer	MercyWinstonLucioTracer	PharahTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Ruins	 VAL	 DAL			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios	Ruins	 VAL	 DAL	Tracer	MercyWidowmaker	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios	Ruins	 VAL	 DAL	Zenyatta	Winston	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios	Ruins	 VAL	 DAL	WidowmakerWinstonTracer	GenjiWidowmaker	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios	Ruins	 VAL	 DAL		Zenyatta	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios	Ruins	 VAL	 DAL	ZenyattaTracer	WinstonGenji	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios	Ruins	 VAL	 DAL	MercyWinstonWidowmaker	WidowmakerZenyatta	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaWinston
Numbani	Attack	 VAL	 DAL			PharahTracerMercyZenyattaD.VaWinston	TorbjörnSoldier: 76SombraMercyD.VaWinston
Numbani	Attack	 VAL	 DAL		Sombra	PharahTracerMercyZenyattaD.VaWinston	TorbjörnSoldier: 76SombraMercyD.VaWinston
Numbani	Attack	 VAL	 DAL	PharahMercy		GenjiTracerMercyZenyattaD.VaWinston	WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 VAL	 DAL	TracerZenyatta	WinstonMercySoldier: 76Zenyatta	GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 VAL	 DAL			GenjiTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 VAL	 DAL	TracerMercyGenjiWinstonTracer	JunkratWinstonMercy	GenjiTracerMercyZenyattaD.VaWinston	JunkratMccreeMercyZenyattaWinstonZarya
Numbani	Defense	 VAL	 DAL			Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiSoldier: 76LucioMercyD.VaWinston
Numbani	Defense	 VAL	 DAL	TracerMercyWinstonSoldier: 76ZenyattaTracer	MercyWinstonGenjiLucio	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiSoldier: 76LucioMercyD.VaWinston
Numbani	Defense	 VAL	 DAL	WinstonMercyZenyatta	Soldier: 76Winston	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiSoldier: 76LucioMercyD.VaWinston
Numbani	Defense	 VAL	 DAL	Soldier: 76Winston	Mercy	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiSoldier: 76LucioMercyD.VaWinston
Dorado	Attack	 FLA	 BOS	WidowmakerMercyTracer	Ana	WidowmakerTracerMercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Dorado	Attack	 FLA	 BOS			WidowmakerTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS		WinstonSoldier: 76	WidowmakerTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS	WinstonMercyTracer	MercyTracer	WidowmakerTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS	ZenyattaTracerWidowmakerMercy	ZenyattaSoldier: 76	WidowmakerTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS	Winston	Winston	WidowmakerTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS			MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS	MercyZenyattaTracer	MercyWinston	MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Dorado	Attack	 FLA	 BOS	WinstonTracer	ZenyattaGenjiTracer	JunkratTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Dorado	Defense	 FLA	 BOS		Mercy	Soldier: 76TracerAnaMercyD.VaWinston	HanzoTracerMercyZenyattaD.VaWinston
Dorado	Defense	 FLA	 BOS	Mercy	ZenyattaTracer	Soldier: 76TracerAnaMercyD.VaWinston	HanzoTracerMercyZenyattaD.VaWinston
Dorado	Defense	 FLA	 BOS		Tracer	WidowmakerSoldier: 76MercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Dorado	Defense	 FLA	 BOS	WidowmakerMercyWinston	GenjiMercyWinstonZenyattaTracer	WidowmakerSoldier: 76MercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Dorado	Defense	 FLA	 BOS	ZenyattaSoldier: 76Tracer	GenjiWinston	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS			WidowmakerPharahTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS			WidowmakerPharahTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS			WidowmakerPharahTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS	MercyTracerWinstonPharah	ZenyattaGenjiMercy	PharahReaperTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS		Tracer	ReaperSombraTracerMercyD.VaWinston	ReaperTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS	MercySombraReaperTracerWinston	MercyZenyattaWinston	ReaperSombraTracerMercyD.VaWinston	ReaperTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS	SombraMercy	ReaperTracer	ReaperSombraTracerMercyD.VaWinston	ReaperTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS	WinstonReaper		ReaperSombraTracerMercyD.VaWinston	MeiTracerLucioZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS			JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS		TracerWidowmaker	JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS	JunkratMercy		JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS		Widowmaker	JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS	ZenyattaTracerWinstonJunkrat	Winston	JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS			JunkratTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS	MercyTracerZenyatta		JunkratTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS		MercyZenyattaGenjiWinston	JunkratSombraTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS			WidowmakerPharahTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Attack	 FLA	 BOS			WidowmakerPharahTracerMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS			JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS			JunkratTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 FLA	 BOS	JunkratMercyWinstonTracer	MercyTracerZenyattaWinston	JunkratTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Oasis	University	 FLA	 BOS			JunkratMccreeMercyZenyattaOrisaRoadhog	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	University	 FLA	 BOS	Junkrat	MoiraMccree	JunkratReaperLucioMercyOrisaRoadhog	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	University	 FLA	 BOS	Junkrat	Zarya	JunkratReaperLucioMercyOrisaRoadhog	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	University	 FLA	 BOS	MercyOrisaReaper	MccreeRoadhogReinhardtLucioMoira	JunkratReaperLucioMercyOrisaRoadhog	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	University	 FLA	 BOS	LucioRoadhogMercy	ZaryaMccreeRoadhog	ReaperTracerLucioMercyOrisaRoadhog	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	City Center	 FLA	 BOS			Soldier: 76TracerMercyZenyattaRoadhogWinston	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	City Center	 FLA	 BOS	Mercy	MoiraMccreeZaryaRoadhog	ReaperSoldier: 76MercyZenyattaReinhardtZarya	MccreeLucioMoiraReinhardtRoadhogZarya
Oasis	City Center	 FLA	 BOS	ZaryaZenyattaReaperReinhardt	LucioMoiraReinhardtMccreeRoadhog	ReaperSoldier: 76MercyZenyattaReinhardtZarya	MccreeLucioMoiraReinhardtRoadhogZarya
Eichenwalde	Attack	 FLA	 BOS			PharahTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Eichenwalde	Attack	 FLA	 BOS	MercyTracer	Tracer	PharahTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Eichenwalde	Attack	 FLA	 BOS	WinstonTracerZenyattaMercy	MercyWinstonLucioPharah	PharahTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Eichenwalde	Attack	 FLA	 BOS			PharahTracerMercyZenyattaD.VaWinston	PharahTracerMercyZenyattaD.VaWinston
Eichenwalde	Attack	 FLA	 BOS	Tracer		PharahTracerMercyZenyattaD.VaWinston	PharahTracerMercyZenyattaD.VaWinston
Eichenwalde	Attack	 FLA	 BOS	WinstonZenyattaTracer	WinstonTracer	MccreeTracerMercyZenyattaD.VaWinston	PharahTracerMercyZenyattaD.VaWinston
Eichenwalde	Attack	 FLA	 BOS	Mccree		MccreeTracerMercyZenyattaD.VaWinston	PharahTracerMercyZenyattaD.VaWinston
Eichenwalde	Attack	 FLA	 BOS		Tracer	MccreeSoldier: 76TracerMercyZenyattaWinston	PharahTracerMercyZenyattaD.VaWinston
Eichenwalde	Attack	 FLA	 BOS	WinstonTracer	MercyWinston	MccreeSoldier: 76TracerLucioZenyattaWinston	PharahTracerMercyZenyattaD.VaWinston
Eichenwalde	Defense	 FLA	 BOS			JunkratMccreeMercyZenyattaOrisaRoadhog	PharahTracerLucioMercyD.VaWinston
Eichenwalde	Defense	 FLA	 BOS			JunkratMccreeMercyZenyattaOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde	Defense	 FLA	 BOS		Winston	MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde	Defense	 FLA	 BOS	Mercy	MercyTracer	MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde	Defense	 FLA	 BOS		Zenyatta	MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde	Defense	 FLA	 BOS	WinstonTracerMccree	TracerZenyatta	MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Eichenwalde	Defense	 FLA	 BOS	Zenyatta	GenjiWinston	MccreeTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD			BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 SFS	 SHD			BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 SFS	 SHD	HanzoOrisaBastionRoadhog	ZenyattaWidowmaker	BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown	Attack	 SFS	 SHD	Widowmaker	Junkrat	BastionWidowmakerTracerMercyOrisaRoadhog	JunkratWidowmakerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD			WidowmakerTracerMercyZenyattaD.VaOrisa	JunkratWidowmakerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD	WidowmakerTracer	Mercy	WidowmakerTracerMercyZenyattaD.VaOrisa	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD	ZenyattaOrisaTracer	ZenyattaWinstonTracer	WidowmakerTracerMercyZenyattaD.VaOrisa	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD	TracerMercyZenyattaWinston	MercyZenyattaTracer	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD	Tracer	Winston	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SFS	 SHD	Genji	MercyTracerWidowmaker	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SFS	 SHD			JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionWidowmakerMccreeMercyD.VaOrisa
Junkertown	Defense	 SFS	 SHD			JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionWidowmakerMccreeMercyD.VaOrisa
Junkertown	Defense	 SFS	 SHD	Junkrat		JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionWidowmakerMccreeMercyD.VaOrisa
Junkertown	Defense	 SFS	 SHD	WidowmakerRoadhog		JunkratWidowmakerMercyZenyattaOrisaRoadhog	WidowmakerMccreeMercyZenyattaD.VaOrisa
Junkertown	Defense	 SFS	 SHD	OrisaMercyJunkrat	WidowmakerMccreeMercy	JunkratWidowmakerMercyZenyattaOrisaRoadhog	WidowmakerMccreeMercyZenyattaD.VaOrisa
Junkertown	Defense	 SFS	 SHD	ZenyattaWidowmakerOrisa	ZenyattaTracer	JunkratWidowmakerMercyZenyattaOrisaRoadhog	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SFS	 SHD			JunkratWidowmakerMercyZenyattaD.VaOrisa	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SFS	 SHD	MercyZenyatta	MercyWidowmakerWinstonTracer	JunkratTracerMercyZenyattaD.VaOrisa	WidowmakerTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SFS	 SHD	Junkrat	Zenyatta	JunkratTracerMercyZenyattaD.VaOrisa	MccreeTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SFS	 SHD	OrisaTracerMercyJunkratZenyatta	TracerMercyMccreeWinston	JunkratTracerMercyZenyattaD.VaOrisa	MccreeTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SFS	 SHD			WidowmakerTracerMercyZenyattaD.VaWinston	JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony	Attack	 SFS	 SHD			GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony	Attack	 SFS	 SHD		Widowmaker	GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony	Attack	 SFS	 SHD	MercyTracerGenjiWinston	JunkratMercyAna	GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony	Attack	 SFS	 SHD		Orisa	GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony	Attack	 SFS	 SHD	Zenyatta	MercyJunkratWidowmaker	GenjiTracerLucioZenyattaD.VaWinston	JunkratWidowmakerAnaMercyD.VaOrisa
Horizon Lunar Colony	Defense	 SFS	 SHD			JunkratWidowmakerMercyZenyattaOrisaRoadhog	SombraTracerLucioMoiraD.VaWinston
Horizon Lunar Colony	Defense	 SFS	 SHD	Widowmaker	Tracer	JunkratWidowmakerMercyZenyattaOrisaRoadhog	SombraTracerLucioMoiraD.VaWinston
Ilios	Lighthouse	 SFS	 SHD			PharahTracerLucioMercyD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Lighthouse	 SFS	 SHD			PharahTracerLucioMercyD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Lighthouse	 SFS	 SHD	MercyPharahWinstonLucioTracer	MccreeZenyattaWinstonMercyTracer	PharahTracerLucioMercyD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
